FCEUX 2.1.6-interim svn2687 - Trace Log File
  $8734:55 26     EOR $26,X @ $0027 = #$98                                       A:4C X:01 Y:00 S:FD 
    $07B3:BC 85 A5  LDY $A585,X @ $A5A5 = #$20                                     A:20 X:20 Y:20 S:FB 
    $07B6:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:20 S:FB 
    $07B9:BC 86 A5  LDY $A586,X @ $A5A6 = #$40                                     A:20 X:20 Y:20 S:FB 
    $07BC:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:40 S:FB 
    $07BF:BC 87 A5  LDY $A587,X @ $A5A7 = #$F0                                     A:20 X:20 Y:40 S:FB 
    $07C2:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:F0 S:FB 
    $07C5:BC 88 A5  LDY $A588,X @ $A5A8 = #$00                                     A:20 X:20 Y:F0 S:FB 
    $07C8:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:00 S:FB 
    $07CB:BC 89 A5  LDY $A589,X @ $A5A9 = #$03                                     A:20 X:20 Y:00 S:FB 
    $07CE:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:03 S:FB 
    $07D1:BC 8A A5  LDY $A58A,X @ $A5AA = #$0F                                     A:20 X:20 Y:03 S:FB 
    $07D4:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:0F S:FB 
    $07D7:BC 8B A5  LDY $A58B,X @ $A5AB = #$18                                     A:20 X:20 Y:0F S:FB 
    $07DA:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:18 S:FB 
    $07DD:BC 8C A5  LDY $A58C,X @ $A5AC = #$1F                                     A:20 X:20 Y:18 S:FB 
    $07E0:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:1F S:FB 
    $07E3:BC 8D A5  LDY $A58D,X @ $A5AD = #$1F                                     A:20 X:20 Y:1F S:FB 
    $07E6:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:1F S:FB 
    $07E9:BC 8E A5  LDY $A58E,X @ $A5AE = #$3F                                     A:20 X:20 Y:1F S:FB 
    $07EC:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:3F S:FB 
    $07EF:BC 8F A5  LDY $A58F,X @ $A5AF = #$4F                                     A:20 X:20 Y:3F S:FB 
    $07F2:8C 07 20  STY $2007 = #$00                                               A:20 X:20 Y:4F S:FB 
    $07F5:69 10     ADC #$10                                                       A:20 X:20 Y:4F S:FB 
    $07F7:AA        TAX                                                            A:30 X:20 Y:4F S:FB 
    $07F8:D0 9B     BNE $0795                                                      A:30 X:30 Y:4F S:FB 
    $0795:BC 80 A5  LDY $A580,X @ $A5B0 = #$F9                                     A:30 X:30 Y:4F S:FB 
    $0798:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:F9 S:FB 
    $079B:BC 81 A5  LDY $A581,X @ $A5B1 = #$F6                                     A:30 X:30 Y:F9 S:FB 
    $079E:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:F6 S:FB 
    $07A1:BC 82 A5  LDY $A582,X @ $A5B2 = #$8C                                     A:30 X:30 Y:F6 S:FB 
    $07A4:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:8C S:FB 
    $07A7:BC 83 A5  LDY $A583,X @ $A5B3 = #$03                                     A:30 X:30 Y:8C S:FB 
    $07AA:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:03 S:FB 
    $07AD:BC 84 A5  LDY $A584,X @ $A5B4 = #$00                                     A:30 X:30 Y:03 S:FB 
    $07B0:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:00 S:FB 
    $07B3:BC 85 A5  LDY $A585,X @ $A5B5 = #$00                                     A:30 X:30 Y:00 S:FB 
    $07B6:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:00 S:FB 
    $07B9:BC 86 A5  LDY $A586,X @ $A5B6 = #$01                                     A:30 X:30 Y:00 S:FB 
    $07BC:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:01 S:FB 
    $07BF:BC 87 A5  LDY $A587,X @ $A5B7 = #$04                                     A:30 X:30 Y:01 S:FB 
    $07C2:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:04 S:FB 
    $07C5:BC 88 A5  LDY $A588,X @ $A5B8 = #$00                                     A:30 X:30 Y:04 S:FB 
    $07C8:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:00 S:FB 
    $07CB:BC 89 A5  LDY $A589,X @ $A5B9 = #$C9                                     A:30 X:30 Y:00 S:FB 
    $07CE:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:C9 S:FB 
    $07D1:BC 8A A5  LDY $A58A,X @ $A5BA = #$73                                     A:30 X:30 Y:C9 S:FB 
    $07D4:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:73 S:FB 
    $07D7:BC 8B A5  LDY $A58B,X @ $A5BB = #$FC                                     A:30 X:30 Y:73 S:FB 
    $07DA:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:FC S:FB 
    $07DD:BC 8C A5  LDY $A58C,X @ $A5BC = #$FF                                     A:30 X:30 Y:FC S:FB 
    $07E0:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:FF S:FB 
    $07E3:BC 8D A5  LDY $A58D,X @ $A5BD = #$FF                                     A:30 X:30 Y:FF S:FB 
    $07E6:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:FF S:FB 
    $07E9:BC 8E A5  LDY $A58E,X @ $A5BE = #$FF                                     A:30 X:30 Y:FF S:FB 
    $07EC:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:FF S:FB 
    $07EF:BC 8F A5  LDY $A58F,X @ $A5BF = #$FF                                     A:30 X:30 Y:FF S:FB 
    $07F2:8C 07 20  STY $2007 = #$00                                               A:30 X:30 Y:FF S:FB 
    $07F5:69 10     ADC #$10                                                       A:30 X:30 Y:FF S:FB 
    $07F7:AA        TAX                                                            A:40 X:30 Y:FF S:FB 
    $07F8:D0 9B     BNE $0795                                                      A:40 X:40 Y:FF S:FB 
    $0795:BC 80 A5  LDY $A580,X @ $A5C0 = #$80                                     A:40 X:40 Y:FF S:FB 
    $0798:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:80 S:FB 
    $079B:BC 81 A5  LDY $A581,X @ $A5C1 = #$40                                     A:40 X:40 Y:80 S:FB 
    $079E:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:40 S:FB 
    $07A1:BC 82 A5  LDY $A582,X @ $A5C2 = #$FE                                     A:40 X:40 Y:40 S:FB 
    $07A4:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:FE S:FB 
    $07A7:BC 83 A5  LDY $A583,X @ $A5C3 = #$FF                                     A:40 X:40 Y:FE S:FB 
    $07AA:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:FF S:FB 
    $07AD:BC 84 A5  LDY $A584,X @ $A5C4 = #$FB                                     A:40 X:40 Y:FF S:FB 
    $07B0:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:FB S:FB 
    $07B3:BC 85 A5  LDY $A585,X @ $A5C5 = #$3D                                     A:40 X:40 Y:FB S:FB 
    $07B6:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:3D S:FB 
    $07B9:BC 86 A5  LDY $A586,X @ $A5C6 = #$FF                                     A:40 X:40 Y:3D S:FB 
    $07BC:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:FF S:FB 
    $07BF:BC 87 A5  LDY $A587,X @ $A5C7 = #$7F                                     A:40 X:40 Y:FF S:FB 
    $07C2:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:7F S:FB 
    $07C5:BC 88 A5  LDY $A588,X @ $A5C8 = #$00                                     A:40 X:40 Y:7F S:FB 
    $07C8:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:00 S:FB 
    $07CB:BC 89 A5  LDY $A589,X @ $A5C9 = #$80                                     A:40 X:40 Y:00 S:FB 
    $07CE:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:80 S:FB 
    $07D1:BC 8A A5  LDY $A58A,X @ $A5CA = #$00                                     A:40 X:40 Y:80 S:FB 
    $07D4:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:00 S:FB 
    $07D7:BC 8B A5  LDY $A58B,X @ $A5CB = #$FE                                     A:40 X:40 Y:00 S:FB 
    $07DA:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:FE S:FB 
    $07DD:BC 8C A5  LDY $A58C,X @ $A5CC = #$06                                     A:40 X:40 Y:FE S:FB 
    $07E0:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:06 S:FB 
    $07E3:BC 8D A5  LDY $A58D,X @ $A5CD = #$FA                                     A:40 X:40 Y:06 S:FB 
    $07E6:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:FA S:FB 
    $07E9:BC 8E A5  LDY $A58E,X @ $A5CE = #$FC                                     A:40 X:40 Y:FA S:FB 
    $07EC:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:FC S:FB 
    $07EF:BC 8F A5  LDY $A58F,X @ $A5CF = #$FF                                     A:40 X:40 Y:FC S:FB 
    $07F2:8C 07 20  STY $2007 = #$00                                               A:40 X:40 Y:FF S:FB 
    $07F5:69 10     ADC #$10                                                       A:40 X:40 Y:FF S:FB 
    $07F7:AA        TAX                                                            A:50 X:40 Y:FF S:FB 
    $07F8:D0 9B     BNE $0795                                                      A:50 X:50 Y:FF S:FB 
    $0795:BC 80 A5  LDY $A580,X @ $A5D0 = #$00                                     A:50 X:50 Y:FF S:FB 
    $0798:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:00 S:FB 
    $079B:BC 81 A5  LDY $A581,X @ $A5D1 = #$00                                     A:50 X:50 Y:00 S:FB 
    $079E:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:00 S:FB 
    $07A1:BC 82 A5  LDY $A582,X @ $A5D2 = #$E4                                     A:50 X:50 Y:00 S:FB 
    $07A4:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:E4 S:FB 
    $07A7:BC 83 A5  LDY $A583,X @ $A5D3 = #$FE                                     A:50 X:50 Y:E4 S:FB 
    $07AA:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:FE S:FB 
    $07AD:BC 84 A5  LDY $A584,X @ $A5D4 = #$BE                                     A:50 X:50 Y:FE S:FB 
    $07B0:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:BE S:FB 
    $07B3:BC 85 A5  LDY $A585,X @ $A5D5 = #$DE                                     A:50 X:50 Y:BE S:FB 
    $07B6:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:DE S:FB 
    $07B9:BC 86 A5  LDY $A586,X @ $A5D6 = #$FE                                     A:50 X:50 Y:DE S:FB 
    $07BC:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:FE S:FB 
    $07BF:BC 87 A5  LDY $A587,X @ $A5D7 = #$FF                                     A:50 X:50 Y:FE S:FB 
    $07C2:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:FF S:FB 
    $07C5:BC 88 A5  LDY $A588,X @ $A5D8 = #$00                                     A:50 X:50 Y:FF S:FB 
    $07C8:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:00 S:FB 
    $07CB:BC 89 A5  LDY $A589,X @ $A5D9 = #$00                                     A:50 X:50 Y:00 S:FB 
    $07CE:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:00 S:FB 
    $07D1:BC 8A A5  LDY $A58A,X @ $A5DA = #$00                                     A:50 X:50 Y:00 S:FB 
    $07D4:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:00 S:FB 
    $07D7:BC 8B A5  LDY $A58B,X @ $A5DB = #$E4                                     A:50 X:50 Y:00 S:FB 
    $07DA:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:E4 S:FB 
    $07DD:BC 8C A5  LDY $A58C,X @ $A5DC = #$60                                     A:50 X:50 Y:E4 S:FB 
    $07E0:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:60 S:FB 
    $07E3:BC 8D A5  LDY $A58D,X @ $A5DD = #$A8                                     A:50 X:50 Y:60 S:FB 
    $07E6:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:A8 S:FB 
    $07E9:BC 8E A5  LDY $A58E,X @ $A5DE = #$C0                                     A:50 X:50 Y:A8 S:FB 
    $07EC:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:C0 S:FB 
    $07EF:BC 8F A5  LDY $A58F,X @ $A5DF = #$F2                                     A:50 X:50 Y:C0 S:FB 
    $07F2:8C 07 20  STY $2007 = #$00                                               A:50 X:50 Y:F2 S:FB 
    $07F5:69 10     ADC #$10                                                       A:50 X:50 Y:F2 S:FB 
    $07F7:AA        TAX                                                            A:60 X:50 Y:F2 S:FB 
    $07F8:D0 9B     BNE $0795                                                      A:60 X:60 Y:F2 S:FB 
    $0795:BC 80 A5  LDY $A580,X @ $A5E0 = #$C8                                     A:60 X:60 Y:F2 S:FB 
    $0798:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:C8 S:FB 
    $079B:BC 81 A5  LDY $A581,X @ $A5E1 = #$65                                     A:60 X:60 Y:C8 S:FB 
    $079E:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:65 S:FB 
    $07A1:BC 82 A5  LDY $A582,X @ $A5E2 = #$1F                                     A:60 X:60 Y:65 S:FB 
    $07A4:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:1F S:FB 
    $07A7:BC 83 A5  LDY $A583,X @ $A5E3 = #$0F                                     A:60 X:60 Y:1F S:FB 
    $07AA:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:0F S:FB 
    $07AD:BC 84 A5  LDY $A584,X @ $A5E4 = #$01                                     A:60 X:60 Y:0F S:FB 
    $07B0:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:01 S:FB 
    $07B3:BC 85 A5  LDY $A585,X @ $A5E5 = #$01                                     A:60 X:60 Y:01 S:FB 
    $07B6:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:01 S:FB 
    $07B9:BC 86 A5  LDY $A586,X @ $A5E6 = #$01                                     A:60 X:60 Y:01 S:FB 
    $07BC:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:01 S:FB 
    $07BF:BC 87 A5  LDY $A587,X @ $A5E7 = #$00                                     A:60 X:60 Y:01 S:FB 
    $07C2:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:00 S:FB 
    $07C5:BC 88 A5  LDY $A588,X @ $A5E8 = #$77                                     A:60 X:60 Y:00 S:FB 
    $07C8:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:77 S:FB 
    $07CB:BC 89 A5  LDY $A589,X @ $A5E9 = #$3B                                     A:60 X:60 Y:77 S:FB 
    $07CE:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:3B S:FB 
    $07D1:BC 8A A5  LDY $A58A,X @ $A5EA = #$0F                                     A:60 X:60 Y:3B S:FB 
    $07D4:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:0F S:FB 
    $07D7:BC 8B A5  LDY $A58B,X @ $A5EB = #$01                                     A:60 X:60 Y:0F S:FB 
    $07DA:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:01 S:FB 
    $07DD:BC 8C A5  LDY $A58C,X @ $A5EC = #$00                                     A:60 X:60 Y:01 S:FB 
    $07E0:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:00 S:FB 
    $07E3:BC 8D A5  LDY $A58D,X @ $A5ED = #$00                                     A:60 X:60 Y:00 S:FB 
    $07E6:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:00 S:FB 
    $07E9:BC 8E A5  LDY $A58E,X @ $A5EE = #$00                                     A:60 X:60 Y:00 S:FB 
    $07EC:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:00 S:FB 
    $07EF:BC 8F A5  LDY $A58F,X @ $A5EF = #$00                                     A:60 X:60 Y:00 S:FB 
    $07F2:8C 07 20  STY $2007 = #$00                                               A:60 X:60 Y:00 S:FB 
    $07F5:69 10     ADC #$10                                                       A:60 X:60 Y:00 S:FB 
    $07F7:AA        TAX                                                            A:70 X:60 Y:00 S:FB 
    $07F8:D0 9B     BNE $0795                                                      A:70 X:70 Y:00 S:FB 
    $0795:BC 80 A5  LDY $A580,X @ $A5F0 = #$E5                                     A:70 X:70 Y:00 S:FB 
    $0798:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:E5 S:FB 
    $079B:BC 81 A5  LDY $A581,X @ $A5F1 = #$E6                                     A:70 X:70 Y:E5 S:FB 
    $079E:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:E6 S:FB 
    $07A1:BC 82 A5  LDY $A582,X @ $A5F2 = #$C4                                     A:70 X:70 Y:E6 S:FB 
    $07A4:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:C4 S:FB 
    $07A7:BC 83 A5  LDY $A583,X @ $A5F3 = #$DC                                     A:70 X:70 Y:C4 S:FB 
    $07AA:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:DC S:FB 
    $07AD:BC 84 A5  LDY $A584,X @ $A5F4 = #$7F                                     A:70 X:70 Y:DC S:FB 
    $07B0:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:7F S:FB 
    $07B3:BC 85 A5  LDY $A585,X @ $A5F5 = #$FF                                     A:70 X:70 Y:7F S:FB 
    $07B6:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:FF S:FB 
    $07B9:BC 86 A5  LDY $A586,X @ $A5F6 = #$C0                                     A:70 X:70 Y:FF S:FB 
    $07BC:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:C0 S:FB 
    $07BF:BC 87 A5  LDY $A587,X @ $A5F7 = #$E3                                     A:70 X:70 Y:C0 S:FB 
    $07C2:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:E3 S:FB 
    $07C5:BC 88 A5  LDY $A588,X @ $A5F8 = #$FA                                     A:70 X:70 Y:E3 S:FB 
    $07C8:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:FA S:FB 
    $07CB:BC 89 A5  LDY $A589,X @ $A5F9 = #$F8                                     A:70 X:70 Y:FA S:FB 
    $07CE:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:F8 S:FB 
    $07D1:BC 8A A5  LDY $A58A,X @ $A5FA = #$F8                                     A:70 X:70 Y:F8 S:FB 
    $07D4:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:F8 S:FB 
    $07D7:BC 8B A5  LDY $A58B,X @ $A5FB = #$E0                                     A:70 X:70 Y:F8 S:FB 
    $07DA:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:E0 S:FB 
    $07DD:BC 8C A5  LDY $A58C,X @ $A5FC = #$9C                                     A:70 X:70 Y:E0 S:FB 
    $07E0:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:9C S:FB 
    $07E3:BC 8D A5  LDY $A58D,X @ $A5FD = #$3F                                     A:70 X:70 Y:9C S:FB 
    $07E6:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:3F S:FB 
    $07E9:BC 8E A5  LDY $A58E,X @ $A5FE = #$3F                                     A:70 X:70 Y:3F S:FB 
    $07EC:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:3F S:FB 
    $07EF:BC 8F A5  LDY $A58F,X @ $A5FF = #$1C                                     A:70 X:70 Y:3F S:FB 
    $07F2:8C 07 20  STY $2007 = #$00                                               A:70 X:70 Y:1C S:FB 
    $07F5:69 10     ADC #$10                                                       A:70 X:70 Y:1C S:FB 
    $07F7:AA        TAX                                                            A:80 X:70 Y:1C S:FB 
    $07F8:D0 9B     BNE $0795                                                      A:80 X:80 Y:1C S:FB 
    $0795:BC 80 A5  LDY $A580,X @ $A600 = #$01                                     A:80 X:80 Y:1C S:FB 
    $0798:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:01 S:FB 
    $079B:BC 81 A5  LDY $A581,X @ $A601 = #$83                                     A:80 X:80 Y:01 S:FB 
    $079E:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:83 S:FB 
    $07A1:BC 82 A5  LDY $A582,X @ $A602 = #$7C                                     A:80 X:80 Y:83 S:FB 
    $07A4:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:7C S:FB 
    $07A7:BC 83 A5  LDY $A583,X @ $A603 = #$B4                                     A:80 X:80 Y:7C S:FB 
    $07AA:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:B4 S:FB 
    $07AD:BC 84 A5  LDY $A584,X @ $A604 = #$6A                                     A:80 X:80 Y:B4 S:FB 
    $07B0:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:6A S:FB 
    $07B3:BC 85 A5  LDY $A585,X @ $A605 = #$CA                                     A:80 X:80 Y:6A S:FB 
    $07B6:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:CA S:FB 
    $07B9:BC 86 A5  LDY $A586,X @ $A606 = #$11                                     A:80 X:80 Y:CA S:FB 
    $07BC:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:11 S:FB 
    $07BF:BC 87 A5  LDY $A587,X @ $A607 = #$E1                                     A:80 X:80 Y:11 S:FB 
    $07C2:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:E1 S:FB 
    $07C5:BC 88 A5  LDY $A588,X @ $A608 = #$FE                                     A:80 X:80 Y:E1 S:FB 
    $07C8:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:FE S:FB 
    $07CB:BC 89 A5  LDY $A589,X @ $A609 = #$7C                                     A:80 X:80 Y:FE S:FB 
    $07CE:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:7C S:FB 
    $07D1:BC 8A A5  LDY $A58A,X @ $A60A = #$03                                     A:80 X:80 Y:7C S:FB 
    $07D4:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:03 S:FB 
    $07D7:BC 8B A5  LDY $A58B,X @ $A60B = #$63                                     A:80 X:80 Y:03 S:FB 
    $07DA:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:63 S:FB 
    $07DD:BC 8C A5  LDY $A58C,X @ $A60C = #$F1                                     A:80 X:80 Y:63 S:FB 
    $07E0:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:F1 S:FB 
    $07E3:BC 8D A5  LDY $A58D,X @ $A60D = #$F1                                     A:80 X:80 Y:F1 S:FB 
    $07E6:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:F1 S:FB 
    $07E9:BC 8E A5  LDY $A58E,X @ $A60E = #$E0                                     A:80 X:80 Y:F1 S:FB 
    $07EC:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:E0 S:FB 
    $07EF:BC 8F A5  LDY $A58F,X @ $A60F = #$00                                     A:80 X:80 Y:E0 S:FB 
    $07F2:8C 07 20  STY $2007 = #$00                                               A:80 X:80 Y:00 S:FB 
    $07F5:69 10     ADC #$10                                                       A:80 X:80 Y:00 S:FB 
    $07F7:AA        TAX                                                            A:90 X:80 Y:00 S:FB 
    $07F8:D0 9B     BNE $0795                                                      A:90 X:90 Y:00 S:FB 
    $0795:BC 80 A5  LDY $A580,X @ $A610 = #$D0                                     A:90 X:90 Y:00 S:FB 
    $0798:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:D0 S:FB 
    $079B:BC 81 A5  LDY $A581,X @ $A611 = #$D0                                     A:90 X:90 Y:D0 S:FB 
    $079E:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:D0 S:FB 
    $07A1:BC 82 A5  LDY $A582,X @ $A612 = #$90                                     A:90 X:90 Y:D0 S:FB 
    $07A4:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:90 S:FB 
    $07A7:BC 83 A5  LDY $A583,X @ $A613 = #$98                                     A:90 X:90 Y:90 S:FB 
    $07AA:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:98 S:FB 
    $07AD:BC 84 A5  LDY $A584,X @ $A614 = #$9F                                     A:90 X:90 Y:98 S:FB 
    $07B0:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:9F S:FB 
    $07B3:BC 85 A5  LDY $A585,X @ $A615 = #$8F                                     A:90 X:90 Y:9F S:FB 
    $07B6:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:8F S:FB 
    $07B9:BC 86 A5  LDY $A586,X @ $A616 = #$A1                                     A:90 X:90 Y:8F S:FB 
    $07BC:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:A1 S:FB 
    $07BF:BC 87 A5  LDY $A587,X @ $A617 = #$AE                                     A:90 X:90 Y:A1 S:FB 
    $07C2:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:AE S:FB 
    $07C5:BC 88 A5  LDY $A588,X @ $A618 = #$A0                                     A:90 X:90 Y:AE S:FB 
    $07C8:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:A0 S:FB 
    $07CB:BC 89 A5  LDY $A589,X @ $A619 = #$20                                     A:90 X:90 Y:A0 S:FB 
    $07CE:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:20 S:FB 
    $07D1:BC 8A A5  LDY $A58A,X @ $A61A = #$E0                                     A:90 X:90 Y:20 S:FB 
    $07D4:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:E0 S:FB 
    $07D7:BC 8B A5  LDY $A58B,X @ $A61B = #$F0                                     A:90 X:90 Y:E0 S:FB 
    $07DA:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:F0 S:FB 
    $07DD:BC 8C A5  LDY $A58C,X @ $A61C = #$F8                                     A:90 X:90 Y:F0 S:FB 
    $07E0:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:F8 S:FB 
    $07E3:BC 8D A5  LDY $A58D,X @ $A61D = #$FF                                     A:90 X:90 Y:F8 S:FB 
    $07E6:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:FF S:FB 
    $07E9:BC 8E A5  LDY $A58E,X @ $A61E = #$DF                                     A:90 X:90 Y:FF S:FB 
    $07EC:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:DF S:FB 
    $07EF:BC 8F A5  LDY $A58F,X @ $A61F = #$C1                                     A:90 X:90 Y:DF S:FB 
    $07F2:8C 07 20  STY $2007 = #$00                                               A:90 X:90 Y:C1 S:FB 
    $07F5:69 10     ADC #$10                                                       A:90 X:90 Y:C1 S:FB 
    $07F7:AA        TAX                                                            A:A0 X:90 Y:C1 S:FB 
    $07F8:D0 9B     BNE $0795                                                      A:A0 X:A0 Y:C1 S:FB 
    $0795:BC 80 A5  LDY $A580,X @ $A620 = #$00                                     A:A0 X:A0 Y:C1 S:FB 
    $0798:8C 07 20  STY $2007 = #$00                                               A:A0 X:A0 Y:00 S:FB 
    $079B:BC 81 A5  LDY $A581,X @ $A621 = #$00                                     A:A0 X:A0 Y:00 S:FB 
    $079E:8C 07 20  STY $2007 = #$00                                               A:A0 X:A0 Y:00 S:FB 
    $07A1:BC 82 A5  LDY $A582,X @ $A622 = #$00                                     A:A0 X:A0 Y:00 S:FB 
    $07A4:8C 07 20  STY $2007 = #$00                                               A:A0 X:A0 Y:00 S:FB 
    $07A7:BC 83 A5  LDY $A583,X @ $A623 = #$00                                     A:A0 X:A0 Y:00 S:FB 
    $07AA:8C 07 20  STY $2007 = #$00                                               A:A0 X:A0 Y:00 S:FB 
    $07AD:BC 84 A5  LDY $A584,X @ $A624 = #$F8                                     A:A0 X:A0 Y:00 S:FB 
